Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Common Name	Species Code	Confidence	Begin Path	File Offset (s)
106	Spectrogram 1	1	12502.0	12505.0	0	12000.0	Eurasian Blue Tit	blutit	0.6414	C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 3\Botolphs july 2\Data2\BOTOLPH_20240626_060000.wav	25.0
107	Spectrogram 1	1	12504.0	12507.0	0	12000.0	Eurasian Blue Tit	blutit	0.5351	C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 3\Botolphs july 2\Data2\BOTOLPH_20240626_060000.wav	27.0
108	Spectrogram 1	1	12620.0	12623.0	0	12000.0	Eurasian Blue Tit	blutit	0.5562	C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 3\Botolphs july 2\Data2\BOTOLPH_20240626_061000.wav	23.0
109	Spectrogram 1	1	12638.0	12641.0	0	12000.0	Eurasian Blue Tit	blutit	0.8245	C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 3\Botolphs july 2\Data2\BOTOLPH_20240626_061000.wav	41.0
110	Spectrogram 1	1	12639.0	12642.0	0	12000.0	Eurasian Blue Tit	blutit	0.7722	C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 3\Botolphs july 2\Data2\BOTOLPH_20240626_061000.wav	42.0
111	Spectrogram 1	1	12722.0	12725.0	0	12000.0	Eurasian Blue Tit	blutit	0.5202	C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 3\Botolphs july 2\Data2\BOTOLPH_20240626_062000.wav	5.0
112	Spectrogram 1	1	13044.0	13047.0	0	12000.0	European Robin	eurrob1	0.5236	C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 3\Botolphs july 2\Data2\BOTOLPH_20240626_064500.wav	27.0
113	Spectrogram 1	1	13291.0	13294.0	0	12000.0	Gray Wagtail	grywag	0.5214	C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 3\Botolphs july 2\Data2\BOTOLPH_20240626_070500.wav	34.0
114	Spectrogram 1	1	13408.0	13411.0	0	12000.0	European Robin	eurrob1	0.5465	C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 3\Botolphs july 2\Data2\BOTOLPH_20240626_071500.wav	31.0
115	Spectrogram 1	1	13423.0	13426.0	0	12000.0	European Robin	eurrob1	0.6000	C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 3\Botolphs july 2\Data2\BOTOLPH_20240626_071500.wav	46.0
116	Spectrogram 1	1	13473.0	13476.0	0	12000.0	Eurasian Blue Tit	blutit	0.6219	C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 3\Botolphs july 2\Data2\BOTOLPH_20240626_072000.wav	36.0
117	Spectrogram 1	1	13779.0	13782.0	0	12000.0	Long-tailed Tit	lottit1	0.5740	C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 3\Botolphs july 2\Data2\BOTOLPH_20240626_074500.wav	42.0
118	Spectrogram 1	1	14249.0	14252.0	0	12000.0	Gray Wagtail	grywag	0.5178	C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 3\Botolphs july 2\Data2\BOTOLPH_20240626_082500.wav	32.0
119	Spectrogram 1	1	14752.0	14755.0	0	12000.0	Eurasian Blue Tit	blutit	0.6041	C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 3\Botolphs july 2\Data2\BOTOLPH_20240626_090500.wav	55.0
120	Spectrogram 1	1	14753.0	14756.0	0	12000.0	Eurasian Blue Tit	blutit	0.9134	C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 3\Botolphs july 2\Data2\BOTOLPH_20240626_090500.wav	56.0
121	Spectrogram 1	1	14754.0	14757.0	0	12000.0	Eurasian Blue Tit	blutit	0.8314	C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 3\Botolphs july 2\Data2\BOTOLPH_20240626_090500.wav	57.0
122	Spectrogram 1	1	15271.0	15274.0	0	12000.0	Eurasian Blue Tit	blutit	0.5221	C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 3\Botolphs july 2\Data2\BOTOLPH_20240626_095000.wav	34.0
123	Spectrogram 1	1	15272.0	15275.0	0	12000.0	Eurasian Blue Tit	blutit	0.6577	C:\Users\ikb23\OneDrive - Imperial College London\Desktop\week 3\Botolphs july 2\Data2\BOTOLPH_20240626_095000.wav	35.0
